"clean","intermediate","amalgamated","included in"
"Andrachne telephioides","Andrachne","Phyllanthaceae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Andromeda","Andromeda","Andromeda","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Andromeda polifolia var. latifolia","Andromeda","Andromeda","neotoma_north_america_pollen"
"Andropogon","Andropogon","Poaceae","neotoma_north_america_pollen"
"Androsace","Androsace","Primulaceae","CMPD, EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, SMPDSv1, tatiana_pollen"
"Androsace type","Androsace","Primulaceae","EMPDv2, SMPDSv1"
"Androstoma empetrifolium type","Androstoma","Ericaceae","australia_pollen"
"Anemia","Anemia","Polypodiales","neotoma_south_america_pollen, Phelps"
"Anemonastrum canadense type","Anemonastrum","Ranunculaceae","neotoma_north_america_pollen"
"Anemone","Anemone","Ranunculaceae","australia_pollen, CMPD, EMPDv2, IbMPD, neotoma_north_america_pollen, SMPDSv1, tatiana_pollen"
"Anemone cylindrica type","Anemone","Ranunculaceae","neotoma_north_america_pollen"
"Anemone hortensis","Anemone","Ranunculaceae","EMPDv2, SMPDSv1"
"Anemone nemorosa","Anemone","Ranunculaceae","EMPDv2, gaillard_pollen, SMPDSv1"
"Anemone nemorosa type","Anemone","Ranunculaceae","EMPDv2, neotoma_extra, SMPDSv1"
"Anemone nemorosa type/Hepatica nobilis","Ranunculaceae","Ranunculaceae","EMPDv2, SMPDSv1"
"Anemone nemorosa/Anemone ranunculoides","Anemone","Ranunculaceae","EMPDv2, SMPDSv1"
"Anemone patens","Anemone","Ranunculaceae","neotoma_north_america_pollen"
"Anemone quinquefolia type","Anemone","Ranunculaceae","neotoma_north_america_pollen"
"Anemone sect. Hepatica","Anemone","Ranunculaceae","neotoma_north_america_pollen"
"Anemone sect. Pulsatilla","Anemone","Ranunculaceae","neotoma_north_america_pollen"
"Anemone type","Anemone","Ranunculaceae","EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Anemone/Clematis type","Ranunculaceae","Ranunculaceae","EMPDv2, IbMPD, SMPDSv1"
"Anemone/Pulsatilla type","Ranunculaceae","Ranunculaceae","EMPDv2, SMPDSv1"
"Anemopsis","Anemopsis","Saururaceae","neotoma_north_america_pollen"
"Anethum","Anethum","Apiaceae","EMPDv2, SMPDSv1"
"Anethum graveolens","Anethum","Apiaceae","EMPDv2, SMPDSv1"
"Anethum type","Anethum","Apiaceae","EMPDv2, SMPDSv1"
"Angelica","Angelica","Apiaceae","EMPDv2, SMPDSv1, tatiana_pollen"
"Angelica archangelica","Angelica","Apiaceae","SMPDSv1"
"Angelica sylvestris","Angelica","Apiaceae","gaillard_pollen, SMPDSv1"
"Angelica type","Angelica","Apiaceae","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Angiopteris","Angiopteris","Polypodiales","neotoma_south_america_pollen"
"Angophora","Angophora","Angophora","australia_pollen"
"Angophora floribunda","Angophora floribunda","Angophora","australia_pollen"
"Angophora type","Angophora","Angophora","australia_pollen"
"Anguillaria","Anguillaria","Colchicaceae","australia_pollen"
"Anguillaria type","Anguillaria","Colchicaceae","australia_pollen"
"Aniseia","Aniseia","Convolvulaceae","neotropics_pollen"
"Anisomeles","Anisomeles","Lamiaceae","australia_pollen"
"Anisosciadium type","Anisosciadium","Apiaceae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Annona","Annona","Annona","Herzschuh, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, SMPDSv1"
"Annona type","Annona","Annona","neotoma_north_america_pollen"
"Annonaceae","Annonaceae","Annonaceae","australia_pollen, CMPD, Herzschuh, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, SMPDSv1"
"Anodendron","Anodendron","Anodendron","CMPD, SMPDSv1"
"Anodopetalum/Eucryphia","Anodopetalum/Eucryphia","Cunoniaceae","australia_pollen, southern_hemisphere_pollen"
"Anodopetalum/Eucryphia type","Anodopetalum/Eucryphia type","Cunoniaceae","australia_pollen"
"Anogramma leptophylla","Anogramma","Polypodiales","APD, EMPDv2, SMPDSv1"
"Anopterus","Anopterus","Anopterus","australia_pollen, southern_hemisphere_pollen"
"Anopterus glandulosus","Anopterus glandulosus","Anopterus","australia_pollen"
"Anopyxis","Anopyxis","Anopyxis","Phelps"
"Antennaria","Antennaria","Asteroideae","EMPDv2, SMPDSv1"
"Antennaria type","Antennaria","Asteroideae","EMPDv2, SMPDSv1"
"Anthemis","Anthemis","Asteroideae","CMPD, EMPDv2, IbMPD, neotoma_north_america_pollen, SMPDSv1"
"Anthemis arvensis type","Anthemis","Asteroideae","EMBSeCBIO, neotoma_extra, SMPDSv1"
"Anthemis type","Anthemis","Asteroideae","EMBSeCBIO, EMPDv2, gaillard_pollen, IbMPD, neotoma_north_america_pollen, SMPDSv1, tatiana_pollen"
"Anthericum","Anthericum","Liliaceae","EMPDv2, SMPDSv1"
"Anthericum type","Anthericum","Liliaceae","EMPDv2, SMPDSv1"
"Anthocleista","Anthocleista","Anthocleista","APD, Phelps, SMPDSv1"
"Anthodon","Anthodon","Celastraceae","neotoma_north_america_pollen"
"Anthonotha","Anthonotha","Anthonotha","Phelps"
"Anthonotha type","Anthonotha","Anthonotha","APD"
"Anthospermum","Anthospermum","Anthospermum","APD, Phelps"
"Anthospermum","Anthospermum","Rubiaceae","SMPDSv1"
"Anthospermum type","Anthospermum","Anthospermum","Phelps"
"Anthostema","Anthostema","Anthostema","Phelps"
"Anthostema type","Anthostema","Anthostema","APD, Phelps"
"Anthoxanthum","Anthoxanthum","Poaceae","EMPDv2, SMPDSv1"
"Anthriscus","Anthriscus","Apiaceae","gaillard_pollen, SMPDSv1"
"Anthriscus sylvestris","Anthriscus","Apiaceae","EMPDv2, SMPDSv1"
"Anthriscus sylvestris type","Anthriscus","Apiaceae","EMPDv2, neotoma_extra, SMPDSv1"
"Anthriscus type","Anthriscus","Apiaceae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Anthurium","Anthurium","Araceae","neotoma_south_america_pollen, neotropics_pollen"
"Anthurium pentaphyllum","Anthurium","Araceae","neotoma_south_america_pollen"
"Anthurium type","Anthurium","Araceae","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Anthyllis","Anthyllis","Fabaceae (herbs)","EMPDv2, gaillard_pollen, IbMPD, SMPDSv1"
"Antiaris","Antiaris","Antiaris","Phelps"
"Antiaris toxicaria type","Antiaris toxicaria","Antiaris","APD, Phelps"
"Antidaphne","Antidaphne","Santalaceae","neotropics_pollen"
"Antidesma","Antidesma","Antidesma","CMPD, Phelps, SMPDSv1"
"Antidesma type","Antidesma","Antidesma","australia_pollen, Phelps"
"Antidesma venosum","Antidesma venosum","Antidesma","Phelps"
"Antigonon","Antigonon","Polygonaceae","neotoma_north_america_pollen"
"Antiotrema","Antiotrema","Boraginaceae","CMPD, SMPDSv1"
"Antirhea","Antirhea","Antirhea","australia_pollen, neotoma_north_america_pollen"
"Antirrhinum type","Antirrhinum","Scrophulariaceae","EMPDv2, SMPDSv1"
"Antirrhinum/Linaria","Scrophulariaceae","Scrophulariaceae","EMPDv2, SMPDSv1"
"Antrocaryon type","Antrocaryon","Antrocaryon","AMSS"
"Apeiba","Apeiba","Apeiba","neotoma_south_america_pollen, neotropics_pollen"
"Apeiba type","Apeiba","Apeiba","neotoma_south_america_pollen"
"Aphanamixis","Aphanamixis","Aphanamixis","CMPD, SMPDSv1"
"Aphananthe","Aphananthe","Cannabaceae","japanese_pollen"
"Aphananthe/Celtis","Cannabaceae","Cannabaceae","japanese_pollen"
"Aphananthe/Celtis","Cannabaceae (tree)","Cannabaceae (tree)","japanese_pollen, SMPDSv1"
"Aphelandra","Aphelandra","Aphelandra","neotoma_south_america_pollen, neotropics_pollen"
"Apiaceae","Apiaceae","Apiaceae","additional_european_pollen, APD, australia_pollen, CMPD, dugerdil_pollen, EMBSeCBIO, EMPDv2, gaillard_pollen, Herzschuh, IbMPD, japanese_pollen, moroccan_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotoma_extra, neotropics_pollen, Phelps, SMPDSv1, southern_hemisphere_pollen, tatiana_pollen"
"Apium","Apium","Apiaceae","EMBSeCBIO"
"Apium inundatum type","Apium","Apiaceae","EMPDv2, SMPDSv1"
"Apium type","Apium","Apiaceae","EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Apium/Berula","Apiaceae","Apiaceae","EMPDv2, SMPDSv1"
"Apocynaceae","Apocynaceae","Apocynaceae","AMSS, australia_pollen, CMPD, Herzschuh, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps, SMPDSv1, southern_hemisphere_pollen"
"Apocynum","Apocynum","Apocynaceae","CMPD, neotoma_north_america_pollen, SMPDSv1"
"Apodytes","Apodytes","Apodytes","australia_pollen, CMPD, Herzschuh, SMPDSv1"
"Apodytes dimidiata","Apodytes","Apodytes","APD, Phelps, SMPDSv1"
"Aporosa","Aporosa","Aporosa","CMPD, SMPDSv1"
"Apuleia","Apuleia","Apuleia","neotoma_south_america_pollen"
"Apuleia leiocarpa","Apuleia leiocarpa","Apuleia","neotoma_south_america_pollen"
"Apuleia type","Apuleia","Apuleia","neotoma_south_america_pollen"
"Aquifoliaceae","Aquifoliaceae","Aquifoliaceae","CMPD, Herzschuh, neotoma_north_america_pollen, SMPDSv1"
"Aquilegia","Aquilegia","Aquilegia","CMPD, EMPDv2, neotoma_north_america_pollen, SMPDSv1, tatiana_pollen"
"Aquilegia type","Aquilegia","Aquilegia","EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Arabidopsis","Arabidopsis","Brassicaceae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Arabis","Arabis","Brassicaceae","CMPD, neotoma_north_america_pollen, SMPDSv1"
"Araceae","Araceae","Araceae","australia_pollen, CMPD, EMBSeCBIO, EMPDv2, Herzschuh, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps, SMPDSv1, southern_hemisphere_pollen"
"Aragoa","Aragoa","Aragoa","neotoma_south_america_pollen"
"Aralia","Aralia","Aralia","CMPD, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Araliaceae","Araliaceae","Araliaceae","australia_pollen, CMPD, EMPDv2, Herzschuh, japanese_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps, SMPDSv1, southern_hemisphere_pollen"
"Araucaria","Araucaria","Araucaria","australia_pollen"
"Araucaria angustifolia","Araucaria angustifolia","Araucaria","neotoma_south_america_pollen"
"Araucariaceae","Araucariaceae","Araucariaceae","australia_pollen"
"Arbutus","Arbutus","Arbutus","EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, SMPDSv1"
"Arbutus type","Arbutus","Arbutus","EMPDv2, IbMPD, SMPDSv1"
"Arbutus unedo","Arbutus unedo","Arbutus","EMPDv2, IbMPD, SMPDSv1"
"Arceuthobium","Arceuthobium","Santalaceae","CMPD, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Arceuthobium americanum","Arceuthobium","Santalaceae","neotoma_north_america_pollen"
"Arceuthobium oxycedri","Arceuthobium","Santalaceae","EMPDv2, SMPDSv1"
"Arceuthobium pusillum","Arceuthobium","Santalaceae","neotoma_north_america_pollen"
"Arceuthobium type","Arceuthobium","Santalaceae","EMPDv2, neotoma_south_america_pollen, SMPDSv1"
"Archeria","Archeria","Ericaceae","australia_pollen"
"Archeria type","Archeria","Ericaceae","australia_pollen"
"Archidendron","Archidendron","Archidendron","australia_pollen"
"Archontophoenix","Archontophoenix","Arecaceae","australia_pollen"
"Arctium","Arctium","Carduoideae","CMPD, EMBSeCBIO, EMPDv2, IbMPD, SMPDSv1"
"Arctium type","Arctium","Carduoideae","EMPDv2, SMPDSv1"
"Arctium/Jurinea","Carduoideae","Carduoideae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Arctostaphylos","Arctostaphylos","Arctostaphylos","EMPDv2, IbMPD, neotoma_north_america_pollen, SMPDSv1"
"Arctostaphylos alpinus","Arctostaphylos alpinus","Arctostaphylos","EMPDv2, SMPDSv1"
"Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","Arctostaphylos","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Arcytophyllum","Arcytophyllum","Arcytophyllum","neotoma_south_america_pollen"
"Ardisia","Ardisia","Ardisia","CMPD, neotropics_pollen, SMPDSv1"
"Ardisia type","Ardisia","Ardisia","australia_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen"
"Areca","Areca","Arecaceae","CMPD, SMPDSv1"
"Arecaceae","Arecaceae","Arecaceae","AMSS, APD, australia_pollen, CMPD, EMPDv2, Herzschuh, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps, SMPDSv1, southern_hemisphere_pollen"
"Arenaria","Arenaria","Caryophyllaceae","CMPD, EMPDv2, IbMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Arenaria serpyllifolia type","Arenaria","Caryophyllaceae","IbMPD"
"Arenaria type","Arenaria","Caryophyllaceae","EMPDv2, SMPDSv1"
"Arenga","Arenga","Arecaceae","australia_pollen"
"Argania spinosa","Argania spinosa","Argania","EMPDv2, SMPDSv1"
"Argemone","Argemone","Papaveraceae","CMPD, SMPDSv1"
"Argentina anserina","Argentina","Rosaceae","neotoma_south_america_pollen"
"Argostemma","Argostemma","Rubiaceae","CMPD, SMPDSv1"
"Arisaema","Arisaema","Araceae","CMPD, SMPDSv1"
"Arisaema type","Arisaema","Araceae","neotoma_north_america_pollen"
"Aristolochia","Aristolochia","Aristolochiaceae","CMPD, EMPDv2, neotropics_pollen, SMPDSv1"
"Aristolochiaceae","Aristolochiaceae","Aristolochiaceae","neotropics_pollen, SMPDSv1"
"Aristotelia","Aristotelia","Aristotelia","australia_pollen, southern_hemisphere_pollen"
"Aristotelia type","Aristotelia","Aristotelia","southern_hemisphere_pollen"
"Armeria","Armeria","Plumbaginaceae","EMBSeCBIO, EMPDv2, gaillard_pollen, IbMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Armeria maritima","Armeria","Plumbaginaceae","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Armeria maritima subsp elongata","Armeria","Plumbaginaceae","EMPDv2, SMPDSv1"
"Armeria type","Armeria","Plumbaginaceae","EMPDv2, IbMPD, SMPDSv1"
"Armeria/Limonium","Plumbaginaceae","Plumbaginaceae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Armeria/Limonium type","Plumbaginaceae","Plumbaginaceae","EMPDv2, SMPDSv1"
"Arnebia type","Arnebia","Boraginaceae","EMPDv2, SMPDSv1"
"Arnica montana","Arnica","Asteroideae","EMPDv2, SMPDSv1"
"Arrabidaea","Arrabidaea","Arrabidaea","neotoma_south_america_pollen, neotropics_pollen"
"Arrabidaea type","Arrabidaea","Arrabidaea","neotoma_south_america_pollen"
"Artemisia","Artemisia","Artemisia","additional_european_pollen, APD, CMPD, dugerdil_pollen, EMBSeCBIO, EMPDv2, gaillard_pollen, Herzschuh, IbMPD, japanese_pollen, moroccan_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotoma_extra, neotropics_pollen, Phelps, SMPDSv1, tatiana_pollen"
"Artemisia genipi/Artemisia mutellina","Artemisia","Artemisia","EMPDv2"
"Artemisia genipii/Artemisia mutellina","Artemisia","Artemisia","SMPDSv1"
"Artemisia herba-alba type","Artemisia herba-alba","Artemisia","EMBSeCBIO, EMPDv2, SMPDSv1"
"Artemisia norvegica","Artemisia norvegica","Artemisia","EMPDv2, SMPDSv1"
"Artemisia type","Artemisia","Artemisia","australia_pollen, EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Artemisia vulgaris type","Artemisia vulgaris","Artemisia","EMBSeCBIO, EMPDv2, IbMPD, neotoma_extra, SMPDSv1"
"Arthropodium","Arthropodium","Asparagaceae","australia_pollen, southern_hemisphere_pollen"
"Arthropodium type","Arthropodium","Asparagaceae","australia_pollen"
"Artocarpus","Artocarpus","Artocarpus","CMPD, SMPDSv1"
"Aruncus","Aruncus","Rosaceae","neotoma_north_america_pollen"
"Aruncus type","Aruncus","Rosaceae","EMPDv2, SMPDSv1"
"Arytera","Arytera","Arytera","australia_pollen"
"Ascarina","Ascarina","Ascarina","australia_pollen, neotoma_south_america_pollen, southern_hemisphere_pollen"
"Ascarina lucida","Ascarina lucida","Ascarina","australia_pollen"
"Asclepiadaceae","Asclepiadaceae","Asclepiadaceae","APD, CMPD, EMPDv2, Herzschuh, Phelps, SMPDSv1"
"Asimina","Asimina","Asimina","neotoma_north_america_pollen"
"Asimina type","Asimina","Asimina","neotoma_north_america_pollen"
"Asparagaceae","Asparagaceae","Asparagaceae","APD, neotoma_north_america_pollen, neotoma_south_america_pollen, Phelps, SMPDSv1"
"Asparagus","Asparagus","Asparagaceae","APD, CMPD, EMPDv2, Phelps, SMPDSv1"
"Asparagus buchananii type","Asparagus","Asparagaceae","APD, SMPDSv1"
"Asparagus type","Asparagus","Asparagaceae","EMPDv2, SMPDSv1"
"Asperula","Asperula","Rubiaceae","australia_pollen, CMPD, EMBSeCBIO, EMPDv2, SMPDSv1"
"Asperula type","Asperula","Rubiaceae","EMPDv2, SMPDSv1"
"Asphodelaceae","Asphodelaceae","Asphodelaceae","APD, australia_pollen, Phelps, SMPDSv1"
"Asphodeline","Asphodeline","Asphodelaceae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Asphodelus","Asphodelus","Asphodelaceae","EMBSeCBIO, EMPDv2, IbMPD, moroccan_pollen, Phelps, SMPDSv1"
"Asphodelus albus","Asphodelus","Asphodelaceae","EMPDv2, IbMPD, SMPDSv1"
"Asphodelus albus type","Asphodelus","Asphodelaceae","EMPDv2, IbMPD, SMPDSv1"
"Asphodelus fistulosus type","Asphodelus","Asphodelaceae","EMPDv2, SMPDSv1"
"Asphodelus type","Asphodelus","Asphodelaceae","EMPDv2, SMPDSv1"
"Aspidium","Aspidium","Polypodiales","EMBSeCBIO"
"Aspidosperma","Aspidosperma","Aspidosperma","neotoma_south_america_pollen, neotropics_pollen"
"Aspidosperma type","Aspidosperma","Aspidosperma","neotoma_south_america_pollen"
"Aspilia","Aspilia","Asteraceae","neotoma_south_america_pollen"
"Aspleniaceae","Polypodiales","Polypodiales","australia_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, Phelps"
"Asplenium","Asplenium","Polypodiales","APD, australia_pollen, EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Asplenium ceterach","Asplenium","Polypodiales","IbMPD"
"Asplenium ceterach subsp ceterach","Asplenium","Polypodiales","IbMPD, SMPDSv1"
"Asplenium ceterach type","Asplenium","Polypodiales","EMPDv2, SMPDSv1"
"Asplenium megalura","Asplenium","Polypodiales","australia_pollen"
"Asplenium monanthes","Asplenium","Polypodiales","neotoma_south_america_pollen"
"Asplenium nidus","Asplenium","Polypodiales","australia_pollen, EMBSeCBIO"
"Asplenium rhizophyllum","Asplenium","Polypodiales","neotoma_north_america_pollen"
"Asplenium scolopendrium","Asplenium","Polypodiales","EMPDv2, SMPDSv1"
"Asplenium serra type","Asplenium","Polypodiales","neotoma_south_america_pollen"
"Asplenium type","Asplenium","Polypodiales","australia_pollen, EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, Phelps, SMPDSv1"
"Asplenium viride","Asplenium","Polypodiales","EMPDv2, SMPDSv1"
"Asplenium/Blechnum","Polypodiales","Polypodiales","australia_pollen"
"Asplenium/Elaphoglossum","Asplenium/Elaphoglossum","Polypodiales","neotoma_south_america_pollen"
"Asplenium/Elaphoglossum type","Asplenium/Elaphoglossum","Polypodiales","neotoma_south_america_pollen"
"Astelia","Astelia","Asteliaceae","australia_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, southern_hemisphere_pollen"
"Astelia alpina","Astelia","Asteliaceae","australia_pollen"
"Astelia papuana","Astelia","Asteliaceae","australia_pollen"
"Astelia pumila","Astelia","Asteliaceae","neotoma_south_america_pollen"
"Astelia type","Astelia","Asteliaceae","neotoma_south_america_pollen, southern_hemisphere_pollen"
"Aster","Aster","Asteroideae","additional_european_pollen, CMPD, EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, SMPDSv1"
"Aster bellidiastrum","Aster","Asteroideae","EMPDv2, SMPDSv1"
"Aster type","Aster","Asteroideae","EMBSeCBIO, EMPDv2, gaillard_pollen, IbMPD, moroccan_pollen, neotoma_north_america_pollen, neotoma_extra, SMPDSv1, tatiana_pollen"
"Asteraceae","Asteraceae","Asteraceae","AMSS, APD, australia_pollen, CMPD, EMBSeCBIO, EMPDv2, Herzschuh, IbMPD, japanese_pollen, moroccan_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotoma_extra, neotropics_pollen, Phelps, SMPDSv1, southern_hemisphere_pollen, tatiana_pollen"
"Asteraceae (Liguliflorae)","Asteraceae (Liguliflorae)","Asteraceae (Liguliflorae)","australia_pollen, EMBSeCBIO, EMPDv2, IbMPD, Phelps, SMPDSv1, southern_hemisphere_pollen"
"Asteroideae","Asteroideae","Asteroideae","additional_european_pollen, APD, australia_pollen, dugerdil_pollen, EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, neotoma_extra, Phelps, SMPDSv1, southern_hemisphere_pollen"
"Asteroideae/Carduoideae","Asteraceae","Asteraceae","EMPDv2, SMPDSv1"
"Astomaea","Astomaea","Apiaceae","EMPDv2, SMPDSv1"
"Astragalus","Astragalus","Astragalus","CMPD, EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Astragalus alpinus","Astragalus alpinus","Astragalus","EMPDv2, SMPDSv1"
"Astragalus alpinus type","Astragalus alpinus","Astragalus","EMPDv2, SMPDSv1"
"Astragalus type","Astragalus","Astragalus","EMBSeCBIO, EMPDv2, IbMPD, moroccan_pollen, neotoma_north_america_pollen, SMPDSv1"
"Astragalus/Lupinus","Astragalus/Lupinus","Fabaceae (herbs)","neotoma_north_america_pollen"
"Astragalus/Oxytropis type","Fabaceae (herbs)","Fabaceae (herbs)","EMPDv2, SMPDSv1"
"Astragalus/Vicia","Astragalus/Vicia","Fabaceae (herbs)","neotoma_north_america_pollen"
